,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
48969,03/11/2021,FL,"1,929,232",,,"5,158","1,453","32,994",,,71,4,03/11/2021 12:00:00 AM,Not agree,Not agree
48972,03/16/2020,FL,156,,,46,0,6,,,0,0,03/16/2020 12:00:00 AM,Not agree,Not agree
48981,04/23/2022,FL,"5,906,011",,,"2,861",453,"74,169",,,8,1,04/23/2022 12:00:00 AM,Not agree,Not agree
48986,01/08/2021,FL,"1,435,309",,,"14,923","4,270","24,571",,,162,13,01/08/2021 12:00:00 AM,Not agree,Not agree
48994,07/21/2021,FL,"2,471,841",,,"13,597","3,084","38,990",,,77,10,07/21/2021 12:00:00 AM,Not agree,Not agree
49091,03/08/2021,FL,"1,914,073",,,"4,535","1,301","32,788",,,59,5,03/08/2021 12:00:00 AM,Not agree,Not agree
49133,10/18/2020,FL,"741,354",,,"1,741",185,"17,263",,,52,5,10/18/2020 12:00:00 AM,Not agree,Not agree
49135,09/16/2022,FL,"7,091,853",,,"2,684","1,064","81,248",,,39,3,09/16/2022 12:00:00 AM,Not agree,Not agree
49175,05/09/2021,FL,"2,232,281",,,"2,312",515,"36,187",,,43,3,05/09/2021 12:00:00 AM,Not agree,Not agree
49181,01/26/2022,FL,"5,468,583",,,"27,874","5,650","67,419",,,226,27,01/26/2022 12:00:00 AM,Not agree,Not agree
49186,04/26/2021,FL,"2,176,885",,,"5,329","1,649","35,492",,,49,3,04/26/2021 12:00:00 AM,Not agree,Not agree
49196,04/11/2021,FL,"2,086,925",,,"1,696",234,"34,672",,,52,5,04/11/2021 12:00:00 AM,Not agree,Not agree
49201,08/26/2020,FL,"599,360",,,"3,141",272,"13,475",,,150,3,08/26/2020 12:00:00 AM,Not agree,Not agree
49242,08/07/2021,FL,"2,776,564",,,"19,668","3,310","41,690",,,250,21,08/07/2021 12:00:00 AM,Not agree,Not agree
49258,07/11/2022,FL,"6,602,296",,,"11,467","3,638","77,083",,,55,9,07/11/2022 12:00:00 AM,Not agree,Not agree
49394,07/31/2021,FL,"2,636,079",,,"17,889","2,809","40,143",,,155,14,07/31/2021 12:00:00 AM,Not agree,Not agree
49413,02/14/2021,FL,"1,794,216",,,"3,773",691,"30,795",,,117,7,02/14/2021 12:00:00 AM,Not agree,Not agree
49432,07/16/2021,FL,"2,421,709",,,"9,295","2,211","38,668",,,57,4,07/16/2021 12:00:00 AM,Not agree,Not agree
49433,10/23/2020,FL,"760,690",,,"4,393",728,"17,493",,,52,1,10/23/2020 12:00:00 AM,Not agree,Not agree
49506,06/22/2020,FL,"101,427",,,"3,789",6,"3,380",,,51,0,06/22/2020 12:00:00 AM,Not agree,Not agree
49513,01/27/2022,FL,"5,498,991",,,"30,408","8,574","67,632",,,213,38,01/27/2022 12:00:00 AM,Not agree,Not agree
49588,03/23/2022,FL,"5,840,335",,,"1,648",395,"73,598",,,24,3,03/23/2022 12:00:00 AM,Not agree,Not agree
49609,12/01/2020,FL,"997,666",,,"9,932","2,718","19,903",,,89,2,12/01/2020 12:00:00 AM,Not agree,Not agree
49650,09/12/2021,FL,"3,457,398",,,"7,038","1,482","54,633",,,273,37,09/12/2021 12:00:00 AM,Not agree,Not agree
49720,06/30/2022,FL,"6,494,036",,,"11,675","2,863","76,429",,,60,8,06/30/2022 12:00:00 AM,Not agree,Not agree
49762,07/23/2022,FL,"6,735,563",,,"8,346","1,755","77,894",,,58,9,07/23/2022 12:00:00 AM,Not agree,Not agree
49764,03/15/2021,FL,"1,945,672",,,"4,686","1,315","33,261",,,80,5,03/15/2021 12:00:00 AM,Not agree,Not agree
49778,06/20/2021,FL,"2,319,344",,,"1,067",192,"37,796",,,25,1,06/20/2021 12:00:00 AM,Not agree,Not agree
49781,05/03/2022,FL,"5,946,620",,,"4,428",995,"74,327",,,17,1,05/03/2022 12:00:00 AM,Not agree,Not agree
49911,06/04/2020,FL,"59,306",,,"1,006",2,"2,781",,,25,0,06/04/2020 12:00:00 AM,Not agree,Not agree
49997,10/19/2020,FL,"744,950",,,"3,596",526,"17,305",,,42,1,10/19/2020 12:00:00 AM,Not agree,Not agree
50025,06/11/2022,FL,"6,290,715",,,"8,497","1,710","75,412",,,49,5,06/11/2022 12:00:00 AM,Not agree,Not agree
50065,03/31/2022,FL,"5,851,936",,,"1,558",324,"73,795",,,14,1,03/31/2022 12:00:00 AM,Not agree,Not agree
50073,10/04/2022,FL,"7,125,772",,,"1,968",765,"81,864",,,26,2,10/04/2022 12:00:00 AM,Not agree,Not agree
50078,10/28/2021,FL,"3,667,984",,,"2,098",678,"61,255",,,51,3,10/28/2021 12:00:00 AM,Not agree,Not agree
50140,11/24/2021,FL,"3,710,384",,,"1,734",429,"62,155",,,17,3,11/24/2021 12:00:00 AM,Not agree,Not agree
50168,11/01/2020,FL,"796,007",,,"2,692",499,"17,896",,,40,1,11/01/2020 12:00:00 AM,Not agree,Not agree
50224,07/19/2021,FL,"2,446,395",,,"9,468","2,425","38,833",,,65,3,07/19/2021 12:00:00 AM,Not agree,Not agree
50227,12/28/2020,FL,"1,266,573",,,"11,865","4,746","22,819",,,150,6,12/28/2020 12:00:00 AM,Not agree,Not agree
50292,01/12/2022,FL,"4,956,645",,,"55,141","13,659","64,449",,,155,21,01/12/2022 12:00:00 AM,Not agree,Not agree
50366,05/02/2021,FL,"2,205,596",,,"3,175",716,"35,817",,,54,3,05/02/2021 12:00:00 AM,Not agree,Not agree
50375,02/22/2021,FL,"1,841,612",,,"5,630","1,623","31,668",,,108,8,02/22/2021 12:00:00 AM,Not agree,Not agree
50405,07/27/2022,FL,"6,778,415",,,"12,666","3,682","78,137",,,66,10,07/27/2022 12:00:00 AM,Not agree,Not agree
50407,12/02/2021,FL,"3,722,846",,,"2,121",530,"62,350",,,21,3,12/02/2021 12:00:00 AM,Not agree,Not agree
50465,04/19/2020,FL,"25,416",,,715,0,951,,,47,0,04/19/2020 12:00:00 AM,Not agree,Not agree
50466,11/19/2021,FL,"3,703,174",,,"1,717",477,"62,049",,,33,2,11/19/2021 12:00:00 AM,Not agree,Not agree
50532,05/01/2020,FL,"34,226",,,703,0,"1,508",,,50,0,05/01/2020 12:00:00 AM,Not agree,Not agree
50584,09/10/2020,FL,"644,552",,,"3,511",330,"15,012",,,81,6,09/10/2020 12:00:00 AM,Not agree,Not agree
50618,10/25/2020,FL,"766,363",,,"3,339",454,"17,579",,,50,2,10/25/2020 12:00:00 AM,Not agree,Not agree
50647,06/04/2021,FL,"2,294,642",,,"2,179",549,"37,335",,,54,5,06/04/2021 12:00:00 AM,Not agree,Not agree
50700,08/23/2020,FL,"590,269",,,"2,024",75,"13,079",,,127,1,08/23/2020 12:00:00 AM,Not agree,Not agree
50712,09/17/2021,FL,"3,510,320",,,"9,979","2,704","56,020",,,294,26,09/17/2021 12:00:00 AM,Not agree,Not agree
50768,11/05/2020,FL,"816,208",,,"5,165","1,135","18,089",,,51,5,11/05/2020 12:00:00 AM,Not agree,Not agree
50780,04/10/2022,FL,"5,868,320",,,"1,484",263,"73,972",,,14,2,04/10/2022 12:00:00 AM,Not agree,Not agree
50788,01/11/2021,FL,"1,473,750",,,"14,530","4,201","25,101",,,183,14,01/11/2021 12:00:00 AM,Not agree,Not agree
50818,08/16/2021,FL,"2,966,727",,,"22,155","5,622","44,476",,,332,25,08/16/2021 12:00:00 AM,Not agree,Not agree
50832,01/13/2022,FL,"5,015,327",,,"58,682","12,205","64,637",,,188,14,01/13/2022 12:00:00 AM,Not agree,Not agree
50931,02/08/2022,FL,"5,712,722",,,"12,871","3,125","70,102",,,193,25,02/08/2022 12:00:00 AM,Not agree,Not agree
50978,11/29/2020,FL,"979,040",,,"6,466","1,426","19,741",,,94,8,11/29/2020 12:00:00 AM,Not agree,Not agree
50979,04/25/2020,FL,"30,454",,,798,0,"1,221",,,39,0,10/19/2022 12:33:33 PM,Not agree,Not agree
50984,09/02/2020,FL,"623,398",,,"3,498",341,"14,264",,,102,5,09/02/2020 12:00:00 AM,Not agree,Not agree
51020,06/26/2020,FL,"130,310",,,"9,563",25,"3,570",,,44,0,06/26/2020 12:00:00 AM,Not agree,Not agree
51075,03/24/2021,FL,"1,988,740",,,"5,844","1,648","33,762",,,62,2,03/24/2021 12:00:00 AM,Not agree,Not agree
51083,04/21/2021,FL,"2,151,382",,,"6,707","1,996","35,224",,,67,2,04/21/2021 12:00:00 AM,Not agree,Not agree
51084,01/15/2021,FL,"1,529,366",,,"11,918","2,426","25,934",,,205,18,01/15/2021 12:00:00 AM,Not agree,Not agree
51119,09/17/2020,FL,"663,127",,,"3,225",273,"15,507",,,63,2,09/17/2020 12:00:00 AM,Not agree,Not agree
51158,02/22/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
51217,11/18/2020,FL,"896,516",,,"9,006","2,044","18,872",,,59,1,11/18/2020 12:00:00 AM,Not agree,Not agree
51219,04/09/2021,FL,"2,079,709",,,"6,832","1,725","34,570",,,40,2,04/09/2021 12:00:00 AM,Not agree,Not agree
51298,11/25/2021,FL,"3,711,451",,,"1,067",234,"62,178",,,23,0,11/25/2021 12:00:00 AM,Not agree,Not agree
51337,04/17/2022,FL,"5,885,618",,,"1,814",313,"74,087",,,24,1,04/17/2022 12:00:00 AM,Not agree,Not agree
51355,04/20/2021,FL,"2,144,675",,,"5,647","1,601","35,157",,,63,4,04/20/2021 12:00:00 AM,Not agree,Not agree
51357,02/27/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
51359,05/21/2020,FL,"47,815",,,725,0,"2,294",,,39,0,05/21/2020 12:00:00 AM,Not agree,Not agree
51389,06/07/2020,FL,"62,977",,,"1,039",0,"2,871",,,28,0,06/07/2020 12:00:00 AM,Not agree,Not agree
51480,05/24/2022,FL,"6,102,979",,,"12,065","2,882","74,769",,,25,2,05/24/2022 12:00:00 AM,Not agree,Not agree
51502,06/22/2022,FL,"6,407,724",,,"12,536","3,263","75,993",,,63,5,06/22/2022 12:00:00 AM,Not agree,Not agree
51525,04/13/2021,FL,"2,102,907",,,"6,761","2,155","34,777",,,45,3,04/13/2021 12:00:00 AM,Not agree,Not agree
51553,08/08/2022,FL,"6,883,904",,,"8,261","3,016","78,992",,,74,10,08/08/2022 12:00:00 AM,Not agree,Not agree
51567,08/27/2022,FL,"7,008,974",,,"4,138","1,016","80,268",,,78,10,08/27/2022 12:00:00 AM,Not agree,Not agree
51633,06/18/2021,FL,"2,316,572",,,"1,473",355,"37,737",,,27,2,06/18/2021 12:00:00 AM,Not agree,Not agree
51671,03/05/2020,FL,8,,,1,0,1,,,1,0,03/05/2020 12:00:00 AM,Not agree,Not agree
51685,07/13/2021,FL,"2,395,480",,,"7,136","1,897","38,511",,,44,5,07/13/2021 12:00:00 AM,Not agree,Not agree
51754,11/04/2020,FL,"811,043",,,"6,129","1,296","18,038",,,54,3,11/04/2020 12:00:00 AM,Not agree,Not agree
51772,08/24/2022,FL,"6,991,680",,,"7,256","2,218","80,074",,,59,10,08/24/2022 12:00:00 AM,Not agree,Not agree
51781,06/15/2021,FL,"2,311,616",,,"1,782",509,"37,656",,,24,1,06/15/2021 12:00:00 AM,Not agree,Not agree
51806,03/23/2020,FL,"1,221",,,181,0,30,,,5,0,03/23/2020 12:00:00 AM,Not agree,Not agree
51840,02/15/2022,FL,"5,763,247",,,"6,364","1,868","71,203",,,147,5,02/15/2022 12:00:00 AM,Not agree,Not agree
51926,07/19/2020,FL,"354,000",,,"10,345",42,"6,333",,,200,1,07/19/2020 12:00:00 AM,Not agree,Not agree
51946,12/01/2021,FL,"3,720,725",,,"2,350",602,"62,329",,,27,4,12/01/2021 12:00:00 AM,Not agree,Not agree
51963,10/05/2021,FL,"3,611,412",,,"3,832","1,225","59,372",,,134,8,10/05/2021 12:00:00 AM,Not agree,Not agree
51968,03/06/2021,FL,"1,906,049",,,"4,023",862,"32,671",,,91,7,03/06/2021 12:00:00 AM,Not agree,Not agree
51994,05/18/2021,FL,"2,259,901",,,"2,892",898,"36,631",,,51,3,05/18/2021 12:00:00 AM,Not agree,Not agree
52031,09/17/2022,FL,"7,092,637",,,784,257,"81,300",,,52,1,09/17/2022 12:00:00 AM,Not agree,Not agree
52051,05/15/2020,FL,"43,034",,,377,0,"2,072",,,32,0,05/15/2020 12:00:00 AM,Not agree,Not agree
52113,03/19/2021,FL,"1,965,343",,,"4,909","1,187","33,492",,,57,1,03/19/2021 12:00:00 AM,Not agree,Not agree
52123,04/08/2020,FL,"15,266",,,"1,048",0,482,,,43,0,04/08/2020 12:00:00 AM,Not agree,Not agree
52128,09/26/2020,FL,"685,629",,,"1,831",104,"16,113",,,62,4,09/26/2020 12:00:00 AM,Not agree,Not agree
52159,06/13/2021,FL,"2,308,437",,,"1,039",155,"37,609",,,31,3,06/13/2021 12:00:00 AM,Not agree,Not agree
52179,09/06/2022,FL,"7,055,857",,,"4,500","1,758","80,823",,,57,9,09/06/2022 12:00:00 AM,Not agree,Not agree
52182,06/29/2021,FL,"2,337,432",,,"2,494",710,"38,025",,,30,4,06/29/2021 12:00:00 AM,Not agree,Not agree
52220,02/20/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
52225,03/25/2020,FL,"1,997",,,490,0,63,,,19,0,03/25/2020 12:00:00 AM,Not agree,Not agree
52282,07/19/2022,FL,"6,691,337",,,"12,149","3,846","77,603",,,79,10,07/19/2022 12:00:00 AM,Not agree,Not agree
52287,05/28/2021,FL,"2,283,020",,,"1,987",499,"37,041",,,43,4,05/28/2021 12:00:00 AM,Not agree,Not agree
52354,03/27/2020,FL,"3,194",,,648,0,94,,,17,0,03/27/2020 12:00:00 AM,Not agree,Not agree
52359,12/07/2020,FL,"1,052,364",,,"8,002","2,595","20,473",,,98,6,12/07/2020 12:00:00 AM,Not agree,Not agree
52361,03/26/2021,FL,"2,000,446",,,"5,756","1,627","33,868",,,64,1,03/26/2021 12:00:00 AM,Not agree,Not agree
52373,07/18/2022,FL,"6,679,188",,,"11,745","4,117","77,524",,,63,9,07/18/2022 12:00:00 AM,Not agree,Not agree
52385,06/24/2020,FL,"111,902",,,"5,027",44,"3,475",,,43,0,06/24/2020 12:00:00 AM,Not agree,Not agree
52408,04/10/2020,FL,"17,381",,,"1,083",0,563,,,41,0,04/10/2020 12:00:00 AM,Not agree,Not agree
52445,01/14/2022,FL,"5,064,469",,,"49,142","8,347","64,827",,,190,22,01/14/2022 12:00:00 AM,Not agree,Not agree
52489,09/25/2021,FL,"3,567,237",,,"4,997","1,103","57,841",,,204,13,09/25/2021 12:00:00 AM,Not agree,Not agree
52507,06/21/2022,FL,"6,395,188",,,"12,096","3,233","75,930",,,56,7,06/21/2022 12:00:00 AM,Not agree,Not agree
52514,05/26/2021,FL,"2,278,703",,,"2,303",609,"36,958",,,39,3,05/26/2021 12:00:00 AM,Not agree,Not agree
52519,03/14/2022,FL,"5,828,775",,,"1,211",401,"73,316",,,42,4,03/14/2022 12:00:00 AM,Not agree,Not agree
52530,11/16/2021,FL,"3,697,611",,,"1,794",620,"61,960",,,23,0,11/16/2021 12:00:00 AM,Not agree,Not agree
52552,09/13/2021,FL,"3,468,581",,,"11,183","3,388","54,924",,,291,26,09/13/2021 12:00:00 AM,Not agree,Not agree
52557,12/21/2020,FL,"1,198,981",,,"10,167","2,955","21,945",,,122,10,12/21/2020 12:00:00 AM,Not agree,Not agree
52570,02/16/2021,FL,"1,808,190",,,"7,238","2,554","31,032",,,126,4,02/16/2021 12:00:00 AM,Not agree,Not agree
52623,02/28/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
52699,08/28/2021,FL,"3,231,884",,,"17,789","3,782","49,191",,,383,46,08/28/2021 12:00:00 AM,Not agree,Not agree
52703,03/02/2022,FL,"5,812,731",,,"2,332",596,"72,688",,,70,6,03/02/2022 12:00:00 AM,Not agree,Not agree
52727,12/18/2021,FL,"3,792,221",,,"10,917","1,332","62,737",,,27,2,12/18/2021 12:00:00 AM,Not agree,Not agree
52757,10/16/2022,FL,"7,142,488",,,886,246,"82,065",,,1,0,10/16/2022 12:00:00 AM,Not agree,Not agree
52801,01/09/2021,FL,"1,447,642",,,"12,333","2,875","24,743",,,172,9,01/09/2021 12:00:00 AM,Not agree,Not agree
52832,12/09/2020,FL,"1,073,025",,,"11,252","3,159","20,673",,,102,12,12/09/2020 12:00:00 AM,Not agree,Not agree
52847,02/04/2022,FL,"5,648,768",,,"18,936","7,109","69,378",,,180,13,02/04/2022 12:00:00 AM,Not agree,Not agree
52855,05/07/2021,FL,"2,226,789",,,"3,910","1,055","36,091",,,62,4,05/07/2021 12:00:00 AM,Not agree,Not agree
52886,07/08/2021,FL,"2,366,621",,,"5,132","1,223","38,313",,,32,2,07/08/2021 12:00:00 AM,Not agree,Not agree
52918,08/04/2022,FL,"6,855,034",,,"9,275","2,398","78,711",,,79,17,08/04/2022 12:00:00 AM,Not agree,Not agree
52937,11/08/2021,FL,"3,684,407",,,"1,888",474,"61,689",,,29,3,11/08/2021 12:00:00 AM,Not agree,Not agree
52984,09/02/2021,FL,"3,325,173",,,"19,930","4,650","51,200",,,398,37,09/02/2021 12:00:00 AM,Not agree,Not agree
52998,08/26/2022,FL,"7,004,836",,,"6,367","1,847","80,190",,,50,9,08/26/2022 12:00:00 AM,Not agree,Not agree
53144,07/29/2021,FL,"2,598,229",,,"22,052","4,117","39,838",,,126,11,07/29/2021 12:00:00 AM,Not agree,Not agree
53154,02/07/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
53161,09/11/2020,FL,"647,746",,,"3,194",327,"15,094",,,82,2,09/11/2020 12:00:00 AM,Not agree,Not agree
53194,07/25/2020,FL,"415,937",,,"9,113",60,"7,614",,,218,1,07/25/2020 12:00:00 AM,Not agree,Not agree
53220,06/03/2021,FL,"2,292,463",,,"2,268",541,"37,281",,,47,1,06/03/2021 12:00:00 AM,Not agree,Not agree
53228,05/30/2020,FL,"54,496",,,876,0,"2,607",,,34,0,05/30/2020 12:00:00 AM,Not agree,Not agree
53245,07/31/2020,FL,"470,616",,,"9,319",91,"8,923",,,231,4,07/31/2020 12:00:00 AM,Not agree,Not agree
53248,09/18/2020,FL,"666,625",,,"3,498",301,"15,568",,,61,3,09/18/2020 12:00:00 AM,Not agree,Not agree
53285,12/26/2021,FL,"3,976,912",,,"29,001","3,993","62,969",,,39,4,12/26/2021 12:00:00 AM,Not agree,Not agree
53317,05/29/2020,FL,"53,620",,,746,0,"2,573",,,31,0,05/29/2020 12:00:00 AM,Not agree,Not agree
53331,05/11/2021,FL,"2,238,854",,,"3,227","1,052","36,295",,,53,2,05/11/2021 12:00:00 AM,Not agree,Not agree
53332,12/30/2021,FL,"4,194,528",,,"73,937","16,114","63,140",,,45,2,12/30/2021 12:00:00 AM,Not agree,Not agree
53334,06/03/2020,FL,"58,300",,,"1,278",0,"2,756",,,38,0,06/03/2020 12:00:00 AM,Not agree,Not agree
53346,05/28/2022,FL,"6,145,299",,,"8,554","1,495","74,881",,,36,9,05/28/2022 12:00:00 AM,Not agree,Not agree
53365,03/11/2022,FL,"5,826,174",,,"1,249",283,"73,196",,,37,3,03/11/2022 12:00:00 AM,Not agree,Not agree
53378,02/28/2022,FL,"5,808,652",,,"2,155",731,"72,548",,,77,4,02/28/2022 12:00:00 AM,Not agree,Not agree
53492,02/01/2022,FL,"5,593,239",,,"16,813","4,328","68,756",,,242,26,02/01/2022 12:00:00 AM,Not agree,Not agree
53502,12/31/2020,FL,"1,317,599",,,"21,012","4,913","23,289",,,160,14,12/31/2020 12:00:00 AM,Not agree,Not agree
53577,03/07/2020,FL,12,,,4,0,2,,,0,0,03/07/2020 12:00:00 AM,Not agree,Not agree
53669,09/08/2021,FL,"3,406,294",,,"12,628","3,906","53,362",,,357,20,09/08/2021 12:00:00 AM,Not agree,Not agree
53680,09/27/2021,FL,"3,576,305",,,"5,305","1,715","58,193",,,190,15,09/27/2021 12:00:00 AM,Not agree,Not agree
53721,01/16/2021,FL,"1,540,121",,,"10,755","2,707","26,115",,,181,23,01/16/2021 12:00:00 AM,Not agree,Not agree
53735,11/07/2021,FL,"3,682,519",,,290,81,"61,660",,,33,3,11/07/2021 12:00:00 AM,Not agree,Not agree
53736,08/21/2022,FL,"6,970,930",,,"4,411","1,027","79,916",,,73,10,08/21/2022 12:00:00 AM,Not agree,Not agree
53741,02/17/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
53784,10/05/2022,FL,"7,127,256",,,"1,484",515,"81,898",,,34,6,10/05/2022 12:00:00 AM,Not agree,Not agree
53793,09/14/2021,FL,"3,479,426",,,"10,845","2,729","55,185",,,261,27,09/14/2021 12:00:00 AM,Not agree,Not agree
53843,03/05/2021,FL,"1,902,026",,,"4,675","1,236","32,580",,,86,8,03/05/2021 12:00:00 AM,Not agree,Not agree
53849,08/06/2022,FL,"6,870,181",,,"6,143","1,330","78,849",,,70,12,08/06/2022 12:00:00 AM,Not agree,Not agree
53924,02/11/2021,FL,"1,777,753",,,"7,504","2,059","30,418",,,142,9,02/11/2021 12:00:00 AM,Not agree,Not agree
53928,03/24/2020,FL,"1,507",,,286,0,44,,,14,0,03/24/2020 12:00:00 AM,Not agree,Not agree
53956,11/26/2021,FL,"3,712,176",,,725,143,"62,201",,,23,1,11/26/2021 12:00:00 AM,Not agree,Not agree
53960,03/12/2022,FL,"5,826,898",,,724,124,"73,234",,,38,5,03/12/2022 12:00:00 AM,Not agree,Not agree
53978,01/18/2022,FL,"5,218,062",,,"42,765","10,656","65,627",,,211,21,01/18/2022 12:00:00 AM,Not agree,Not agree
53988,03/26/2022,FL,"5,844,300",,,"1,073",174,"73,673",,,21,1,03/26/2022 12:00:00 AM,Not agree,Not agree
54066,01/23/2021,FL,"1,616,776",,,"9,366","1,834","27,431",,,165,9,01/23/2021 12:00:00 AM,Not agree,Not agree
54071,10/06/2021,FL,"3,615,399",,,"3,987","1,224","59,494",,,122,14,10/06/2021 12:00:00 AM,Not agree,Not agree
54080,03/15/2022,FL,"5,830,040",,,"1,265",415,"73,351",,,35,2,03/15/2022 12:00:00 AM,Not agree,Not agree
54107,05/31/2022,FL,"6,169,995",,,"9,998","4,132","74,980",,,38,4,05/31/2022 12:00:00 AM,Not agree,Not agree
54146,09/16/2021,FL,"3,500,341",,,"11,471","3,233","55,726",,,285,27,09/16/2021 12:00:00 AM,Not agree,Not agree
54209,06/05/2020,FL,"60,543",,,"1,237",1,"2,811",,,30,0,06/05/2020 12:00:00 AM,Not agree,Not agree
54221,05/21/2021,FL,"2,268,477",,,"3,328",825,"36,777",,,57,3,05/21/2021 12:00:00 AM,Not agree,Not agree
54224,10/14/2022,FL,"7,140,697",,,"1,511",551,"82,062",,,1,0,10/14/2022 12:00:00 AM,Not agree,Not agree
54226,05/23/2022,FL,"6,090,914",,,"9,526","2,948","74,744",,,30,6,05/23/2022 12:00:00 AM,Not agree,Not agree
54239,07/31/2022,FL,"6,814,912",,,"6,760","1,425","78,437",,,66,5,07/31/2022 12:00:00 AM,Not agree,Not agree
54293,03/14/2021,FL,"1,940,986",,,"2,881",557,"33,181",,,59,6,03/14/2021 12:00:00 AM,Not agree,Not agree
54297,09/23/2020,FL,"678,300",,,"2,637",296,"15,920",,,68,4,09/23/2020 12:00:00 AM,Not agree,Not agree
54307,11/27/2021,FL,"3,713,282",,,"1,106",215,"62,228",,,27,3,11/27/2021 12:00:00 AM,Not agree,Not agree
54360,05/27/2022,FL,"6,136,745",,,"11,263","2,859","74,845",,,27,6,05/27/2022 12:00:00 AM,Not agree,Not agree
54412,08/05/2021,FL,"2,735,088",,,"24,474","5,230","41,189",,,244,30,08/05/2021 12:00:00 AM,Not agree,Not agree
54416,03/13/2020,FL,53,,,23,0,3,,,0,0,03/13/2020 12:00:00 AM,Not agree,Not agree
54435,08/27/2020,FL,"602,958",,,"3,598",247,"13,584",,,109,3,08/27/2020 12:00:00 AM,Not agree,Not agree
54443,04/14/2021,FL,"2,109,623",,,"6,716","1,910","34,840",,,63,6,04/14/2021 12:00:00 AM,Not agree,Not agree
54480,12/16/2020,FL,"1,145,557",,,"12,727","3,168","21,365",,,103,7,12/16/2020 12:00:00 AM,Not agree,Not agree
54484,11/14/2020,FL,"867,751",,,"9,914","2,477","18,629",,,71,2,11/14/2020 12:00:00 AM,Not agree,Not agree
54492,07/25/2021,FL,"2,524,803",,,"10,421","1,602","39,332",,,109,7,07/25/2021 12:00:00 AM,Not agree,Not agree
54531,07/21/2022,FL,"6,716,028",,,"12,161","3,399","77,752",,,70,7,07/21/2022 12:00:00 AM,Not agree,Not agree
54532,06/09/2022,FL,"6,271,527",,,"11,932","3,222","75,335",,,37,10,06/09/2022 12:00:00 AM,Not agree,Not agree
54563,03/18/2021,FL,"1,960,434",,,"5,147","1,381","33,435",,,53,5,03/18/2021 12:00:00 AM,Not agree,Not agree
54588,04/17/2020,FL,"23,953",,,"1,079",0,866,,,53,0,04/17/2020 12:00:00 AM,Not agree,Not agree
54604,11/15/2021,FL,"3,695,817",,,"1,790",559,"61,937",,,29,2,11/15/2021 12:00:00 AM,Not agree,Not agree
54614,01/25/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
54623,08/12/2020,FL,"545,798",,,"6,135",156,"11,339",,,178,5,08/12/2020 12:00:00 AM,Not agree,Not agree
54746,08/14/2022,FL,"6,925,942",,,"4,223",891,"79,420",,,78,5,08/14/2022 12:00:00 AM,Not agree,Not agree
54759,12/09/2021,FL,"3,737,113",,,"2,642",525,"62,520",,,22,1,12/09/2021 12:00:00 AM,Not agree,Not agree
54837,04/16/2020,FL,"22,874",,,"1,187",0,813,,,45,0,04/16/2020 12:00:00 AM,Not agree,Not agree
54839,10/14/2021,FL,"3,639,213",,,"2,929",827,"60,325",,,70,4,10/14/2021 12:00:00 AM,Not agree,Not agree
54847,06/07/2021,FL,"2,298,848",,,"1,473",403,"37,421",,,28,3,06/07/2021 12:00:00 AM,Not agree,Not agree
54859,04/30/2022,FL,"5,934,226",,,"3,319",629,"74,285",,,17,0,04/30/2022 12:00:00 AM,Not agree,Not agree
54860,12/23/2021,FL,"3,899,158",,,"32,092","4,701","62,863",,,30,5,12/23/2021 12:00:00 AM,Not agree,Not agree
54876,03/21/2020,FL,756,,,225,0,22,,,8,0,03/21/2020 12:00:00 AM,Not agree,Not agree
54885,11/13/2021,FL,"3,692,933",,,"1,143",272,"61,877",,,30,2,11/13/2021 12:00:00 AM,Not agree,Not agree
54913,02/29/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
54980,11/29/2021,FL,"3,716,219",,,"1,760",516,"62,274",,,26,2,11/29/2021 12:00:00 AM,Not agree,Not agree
55047,07/14/2022,FL,"6,640,015",,,"11,693","3,236","77,276",,,69,8,07/14/2022 12:00:00 AM,Not agree,Not agree
55118,04/03/2020,FL,"10,130",,,"1,282",0,275,,,30,1,04/03/2020 12:00:00 AM,Not agree,Not agree
55124,10/27/2020,FL,"774,633",,,"4,001",946,"17,664",,,44,3,10/27/2020 12:00:00 AM,Not agree,Not agree
55149,05/20/2020,FL,"47,090",,,"1,194",0,"2,255",,,40,0,05/20/2020 12:00:00 AM,Not agree,Not agree
55158,10/29/2021,FL,"3,669,769",,,"1,785",515,"61,289",,,34,1,10/29/2021 12:00:00 AM,Not agree,Not agree
55178,01/31/2022,FL,"5,576,426",,,"19,947","7,286","68,514",,,200,14,01/31/2022 12:00:00 AM,Not agree,Not agree
